t0;prepTimeComp;MINcomp;Capacity;prepSignal;Message
7940;7920;0;4;206;Обработка в канале
7940;7920;0;4;206;Обработка в ЭВМ
7950;7920;0;4;206;Прием сигнала
7950;7920;0;4;206;Обработка в канале
7950;7950;0;3;207;Обработка в ЭВМ
7960;7950;0;3;207;Прием сигнала
7960;7950;0;4;207;Обработка в ЭВМ
7970;7950;0;4;207;Прием сигнала
7970;7950;0;4;207;Обработка в канале
7970;7950;0;4;207;Обработка в ЭВМ
7980;7950;0;4;207;Прием сигнала
7980;7950;0;4;207;Обработка в ЭВМ
7990;7950;0;4;207;Прием сигнала
7990;7950;0;4;207;Обработка в канале
7990;7990;0;3;208;Обработка в ЭВМ
8000;7990;0;3;208;Прием сигнала
8000;7990;0;4;208;Обработка в ЭВМ
8010;7990;0;4;208;Обработка в канале
8010;7990;0;4;208;Обработка в ЭВМ
8020;7990;0;4;208;Прием сигнала
8020;7990;0;4;208;Обработка в канале
8020;7990;0;4;208;Обработка в ЭВМ
8030;7990;0;4;208;Прием сигнала
8030;8030;0;3;209;Обработка в ЭВМ
8040;8030;0;3;209;Прием сигнала
8040;8030;0;3;209;Обработка в канале
8040;8030;0;4;209;Обработка в ЭВМ
8050;8030;0;4;209;Прием сигнала
8050;8030;0;4;209;Обработка в канале
8050;8030;0;4;209;Обработка в ЭВМ
8060;8030;0;4;209;Прием сигнала
8060;8030;0;4;209;Обработка в канале
8060;8030;0;4;209;Обработка в ЭВМ
8070;8030;0;4;209;Прием сигнала
8070;8070;0;3;210;Обработка в ЭВМ
8080;8070;0;3;210;Обработка в канале
8080;8070;0;3;210;Обработка в ЭВМ
8090;8070;0;3;210;Прием сигнала
8090;8070;0;3;210;Обработка в ЭВМ
8100;8070;0;3;210;Обработка в канале
8100;8070;0;4;210;Обработка в ЭВМ
8110;8070;0;4;210;Прием сигнала
8110;8070;0;4;210;Обработка в канале
8110;8110;0;3;211;Обработка в ЭВМ
8120;8110;0;3;211;Прием сигнала
8120;8110;0;4;211;Обработка в ЭВМ
8130;8110;0;4;211;Прием сигнала
8130;8110;0;4;211;Обработка в канале
8130;8110;0;4;211;Обработка в ЭВМ
8140;8110;0;4;211;Обработка в ЭВМ
8150;8110;0;4;211;Обработка в канале
8150;8150;0;3;212;Обработка в ЭВМ
8160;8150;0;3;212;Прием сигнала
8160;8150;0;3;212;Обработка в канале
8160;8150;0;4;212;Обработка в ЭВМ
8170;8150;0;4;212;Обработка в ЭВМ
8180;8150;0;4;212;Обработка в канале
8180;8150;0;4;212;Обработка в ЭВМ
8190;8150;0;4;212;Прием сигнала
8190;8190;0;3;213;Обработка в ЭВМ
8200;8190;0;3;213;Прием сигнала
8200;8190;0;3;213;Обработка в канале
8200;8190;0;4;213;Обработка в ЭВМ
8210;8190;0;4;213;Прием сигнала
8210;8190;0;5;213;Обработка в ЭВМ
8220;8190;0;5;213;Прием сигнала
8220;8190;0;5;213;Обработка в канале
8220;8190;0;5;213;Обработка в ЭВМ
8230;8190;0;5;213;Обработка в канале
8230;8230;0;4;214;Обработка в ЭВМ
8240;8230;0;4;214;Прием сигнала
8240;8230;0;4;214;Обработка в канале
8240;8230;0;4;214;Обработка в ЭВМ
8250;8230;0;4;214;Прием сигнала
8250;8230;0;4;214;Обработка в ЭВМ
8260;8230;0;4;214;Прием сигнала
8260;8230;0;4;214;Обработка в канале
8260;8230;0;4;214;Обработка в ЭВМ
8270;8230;0;4;214;Прием сигнала
8270;8270;0;3;215;Обработка в ЭВМ
8280;8270;0;3;215;Прием сигнала
8280;8270;0;3;215;Обработка в канале
8280;8270;0;4;215;Обработка в ЭВМ
8290;8270;0;4;215;Прием сигнала
8290;8270;0;4;215;Обработка в канале
8290;8270;0;4;215;Обработка в ЭВМ
8300;8270;0;4;215;Прием сигнала
8300;8270;0;4;215;Обработка в ЭВМ
8310;8270;0;4;215;Прием сигнала
8310;8270;0;4;215;Обработка в канале
8310;8310;0;3;216;Обработка в ЭВМ
8320;8310;0;3;216;Обработка в канале
8320;8310;0;4;216;Обработка в ЭВМ
8330;8310;0;4;216;Прием сигнала
8330;8310;0;5;216;Обработка в ЭВМ
8340;8310;0;5;216;Прием сигнала
8340;8310;0;5;216;Обработка в канале
8340;8310;0;5;216;Обработка в ЭВМ
8350;8310;0;5;216;Прием сигнала
8350;8350;0;4;217;Обработка в ЭВМ
8360;8350;0;4;217;Прием сигнала
8360;8350;0;4;217;Обработка в канале
8360;8350;0;5;217;Обработка в ЭВМ
8370;8350;0;5;217;Прием сигнала
8370;8350;0;5;217;Обработка в ЭВМ
8380;8350;0;5;217;Прием сигнала
8380;8350;0;5;217;Обработка в канале
8380;8380;0;4;218;Обработка в ЭВМ
8390;8380;0;4;218;Прием сигнала
8390;8380;0;4;218;Обработка в ЭВМ
8400;8380;0;4;218;Прием сигнала
8400;8380;0;4;218;Обработка в канале
8400;8380;0;4;218;Обработка в ЭВМ
8410;8380;0;4;218;Прием сигнала
8410;8380;0;4;218;Обработка в ЭВМ
8420;8380;0;4;218;Прием сигнала
8420;8380;0;4;218;Обработка в канале
8420;8420;0;3;219;Обработка в ЭВМ
8430;8420;0;3;219;Прием сигнала
8430;8420;0;3;219;Обработка в канале
8430;8420;0;4;219;Обработка в ЭВМ
8440;8420;0;4;219;Прием сигнала
8440;8420;0;4;219;Обработка в канале
8440;8420;0;5;219;Обработка в ЭВМ
8450;8420;0;5;219;Обработка в канале
8450;8420;0;5;219;Обработка в ЭВМ
8460;8420;0;5;219;Обработка в канале
8460;8460;0;4;220;Обработка в ЭВМ
8470;8460;0;4;220;Прием сигнала
8470;8460;0;5;220;Обработка в ЭВМ
8480;8460;0;5;220;Обработка в канале
8480;8460;0;5;220;Обработка в ЭВМ
8490;8460;0;5;220;Обработка в канале
8490;8460;0;5;220;Обработка в ЭВМ
8500;8460;0;5;220;Прием сигнала
8500;8460;0;5;220;Обработка в канале
8500;8500;0;4;221;Обработка в ЭВМ
8510;8500;0;4;221;Прием сигнала
8510;8500;0;4;221;Обработка в ЭВМ
8520;8500;0;4;221;Прием сигнала
8520;8500;0;4;221;Обработка в канале
8520;8500;0;4;221;Обработка в ЭВМ
8530;8500;0;4;221;Обработка в ЭВМ
8540;8500;0;4;221;Прием сигнала
8540;8500;0;4;221;Обработка в канале
8540;8540;0;3;222;Обработка в ЭВМ
8550;8540;0;3;222;Прием сигнала
8550;8540;0;3;222;Обработка в канале
8550;8540;0;4;222;Обработка в ЭВМ
8560;8540;0;4;222;Прием сигнала
8560;8540;0;4;222;Обработка в канале
8560;8540;0;4;222;Обработка в ЭВМ
8570;8540;0;4;222;Обработка в канале
8570;8540;0;5;222;Обработка в ЭВМ
8580;8580;0;4;223;Обработка в ЭВМ
8590;8580;0;4;223;Прием сигнала
8590;8580;0;4;223;Обработка в канале
8590;8580;0;4;223;Обработка в ЭВМ
8600;8580;0;4;223;Обработка в ЭВМ
8610;8580;0;4;223;Прием сигнала
8610;8580;0;4;223;Обработка в канале
8610;8580;0;4;223;Обработка в ЭВМ
8620;8620;0;3;224;Обработка в ЭВМ
8630;8620;0;3;224;Прием сигнала
8630;8620;0;3;224;Обработка в канале
8630;8620;0;4;224;Обработка в ЭВМ
8640;8620;0;4;224;Обработка в канале
8640;8620;0;4;224;Обработка в ЭВМ
8650;8620;0;4;224;Прием сигнала
8650;8620;0;4;224;Обработка в ЭВМ
8660;8620;0;4;224;Прием сигнала
8660;8620;0;4;224;Обработка в канале
8660;8660;0;3;225;Обработка в ЭВМ
8670;8660;0;3;225;Прием сигнала
8670;8660;0;3;225;Обработка в канале
8670;8660;0;3;225;Обработка в ЭВМ
8680;8660;0;3;225;Прием сигнала
8680;8660;0;3;225;Обработка в канале
8680;8660;0;4;225;Обработка в ЭВМ
8690;8660;0;4;225;Прием сигнала
8690;8660;0;4;225;Обработка в ЭВМ
8700;8660;0;4;225;Обработка в канале
8700;8700;0;3;226;Обработка в ЭВМ
8710;8700;0;3;226;Прием сигнала
8710;8700;0;3;226;Обработка в ЭВМ
8720;8700;0;3;226;Прием сигнала
8720;8700;0;3;226;Обработка в канале
8720;8700;0;4;226;Обработка в ЭВМ
8730;8700;0;4;226;Прием сигнала
8730;8700;0;5;226;Обработка в ЭВМ
8740;8700;0;5;226;Прием сигнала
8740;8700;0;5;226;Обработка в канале
8740;8740;0;4;227;Обработка в ЭВМ
8750;8740;0;4;227;Прием сигнала
8750;8740;0;4;227;Обработка в ЭВМ
8760;8740;0;4;227;Обработка в канале
8760;8740;0;4;227;Обработка в ЭВМ
8770;8740;0;4;227;Прием сигнала
8770;8770;0;3;228;Обработка в ЭВМ
8780;8770;0;3;228;Прием сигнала
8780;8770;0;3;228;Обработка в канале
8780;8770;0;4;228;Обработка в ЭВМ
8790;8770;0;4;228;Обработка в ЭВМ
8800;8770;0;4;228;Прием сигнала
8800;8770;0;4;228;Обработка в канале
8800;8800;0;3;229;Обработка в ЭВМ
8810;8800;0;4;229;Обработка в ЭВМ
8820;8800;0;4;229;Прием сигнала
8820;8800;0;4;229;Обработка в канале
8820;8800;0;5;229;Обработка в ЭВМ
8830;8800;0;5;229;Обработка в канале
8830;8830;0;4;230;Обработка в ЭВМ
8840;8830;0;4;230;Прием сигнала
8840;8830;0;4;230;Обработка в ЭВМ
8850;8830;0;4;230;Обработка в канале
8850;8830;0;4;230;Обработка в ЭВМ
8860;8830;0;4;230;Прием сигнала
8860;8830;0;4;230;Обработка в ЭВМ
8870;8830;0;4;230;Обработка в канале
8870;8870;0;3;231;Обработка в ЭВМ
8880;8870;0;3;231;Прием сигнала
8880;8870;0;3;231;Обработка в канале
8880;8870;0;3;231;Обработка в ЭВМ
8890;8870;0;3;231;Прием сигнала
8890;8870;0;4;231;Обработка в ЭВМ
8900;8870;0;4;231;Прием сигнала
8900;8870;0;4;231;Обработка в канале
8900;8870;0;4;231;Обработка в ЭВМ
8910;8870;0;4;231;Обработка в канале
8910;8910;0;3;232;Обработка в ЭВМ
8920;8910;0;3;232;Прием сигнала
8920;8910;0;3;232;Обработка в ЭВМ
8930;8910;0;3;232;Обработка в канале
8930;8910;0;4;232;Обработка в ЭВМ
8940;8910;0;4;232;Прием сигнала
8940;8910;0;4;232;Обработка в канале
8940;8910;0;4;232;Обработка в ЭВМ
8950;8950;0;3;233;Обработка в ЭВМ
8960;8950;0;3;233;Прием сигнала
8960;8950;0;3;233;Обработка в канале
8960;8950;0;4;233;Обработка в ЭВМ
8970;8950;0;4;233;Обработка в ЭВМ
8980;8950;0;4;233;Прием сигнала
8980;8950;0;4;233;Обработка в канале
8980;8950;0;4;233;Обработка в ЭВМ
8990;8990;0;3;234;Обработка в ЭВМ
9000;8990;0;3;234;Прием сигнала
9000;8990;0;3;234;Обработка в канале
9000;8990;0;3;234;Обработка в ЭВМ
9010;8990;0;3;234;Прием сигнала
9010;8990;0;3;234;Обработка в канале
9010;8990;0;4;234;Обработка в ЭВМ
9020;8990;0;4;234;Прием сигнала
9020;8990;0;4;234;Обработка в канале
9020;8990;0;4;234;Обработка в ЭВМ
9030;8990;0;4;234;Прием сигнала
9030;8990;0;4;234;Обработка в канале
9030;9030;0;3;235;Обработка в ЭВМ
9040;9030;0;3;235;Прием сигнала
9040;9030;0;4;235;Обработка в ЭВМ
9050;9030;0;4;235;Прием сигнала
9050;9030;0;4;235;Обработка в канале
9050;9030;0;5;235;Обработка в ЭВМ
9060;9030;0;5;235;Прием сигнала
9060;9030;0;5;235;Обработка в канале
9060;9060;0;4;236;Обработка в ЭВМ
9070;9060;0;4;236;Прием сигнала
9070;9060;0;4;236;Обработка в канале
9070;9060;0;5;236;Обработка в ЭВМ
9080;9060;0;5;236;Прием сигнала
9080;9060;0;5;236;Обработка в ЭВМ
9090;9060;0;5;236;Прием сигнала
9090;9060;0;5;236;Обработка в канале
9090;9060;0;5;236;Обработка в ЭВМ
9100;9060;0;5;236;Прием сигнала
9100;9060;0;5;236;Обработка в канале
9100;9100;0;4;237;Обработка в ЭВМ
9110;9100;0;5;237;Обработка в ЭВМ
9120;9100;0;5;237;Прием сигнала
9120;9100;0;5;237;Обработка в канале
9120;9100;0;5;237;Обработка в ЭВМ
9130;9100;0;5;237;Обработка в канале
9130;9100;0;5;237;Обработка в ЭВМ
9140;9100;0;5;237;Прием сигнала
9140;9140;0;4;238;Обработка в ЭВМ
9150;9140;0;4;238;Прием сигнала
9150;9140;0;4;238;Обработка в канале
9150;9140;0;4;238;Обработка в ЭВМ
9160;9140;0;4;238;Прием сигнала
9160;9140;0;4;238;Обработка в ЭВМ
9170;9140;0;4;238;Прием сигнала
9170;9140;0;4;238;Обработка в канале
9170;9140;0;4;238;Обработка в ЭВМ
9180;9180;0;3;239;Обработка в ЭВМ
9190;9180;0;3;239;Прием сигнала
9190;9180;0;3;239;Обработка в канале
9190;9180;0;4;239;Обработка в ЭВМ
9200;9180;0;4;239;Обработка в канале
9200;9180;0;4;239;Обработка в ЭВМ
9210;9180;0;4;239;Прием сигнала
9210;9180;0;4;239;Обработка в ЭВМ
9220;9180;0;4;239;Обработка в канале
9220;9220;0;3;240;Обработка в ЭВМ
9230;9220;0;3;240;Прием сигнала
9230;9220;0;3;240;Обработка в канале
9230;9220;0;4;240;Обработка в ЭВМ
9240;9220;0;4;240;Прием сигнала
9240;9220;0;4;240;Обработка в ЭВМ
9250;9220;0;4;240;Обработка в канале
9250;9220;0;4;240;Обработка в ЭВМ
9260;9220;0;4;240;Обработка в канале
9260;9260;0;3;241;Обработка в ЭВМ
9270;9260;0;3;241;Прием сигнала
9270;9260;0;4;241;Обработка в ЭВМ
9280;9260;0;4;241;Обработка в канале
9280;9260;0;4;241;Обработка в ЭВМ
9290;9260;0;4;241;Прием сигнала
9290;9260;0;4;241;Обработка в канале
9290;9260;0;4;241;Обработка в ЭВМ
9300;9260;0;4;241;Прием сигнала
9300;9260;0;4;241;Обработка в канале
9300;9300;0;3;242;Обработка в ЭВМ
9310;9300;0;3;242;Обработка в ЭВМ
9320;9300;0;3;242;Прием сигнала
9320;9300;0;3;242;Обработка в канале
9320;9300;0;4;242;Обработка в ЭВМ
9330;9300;0;4;242;Прием сигнала
9330;9300;0;4;242;Обработка в ЭВМ
9340;9300;0;4;242;Прием сигнала
9340;9300;0;4;242;Обработка в канале
9340;9340;0;3;243;Обработка в ЭВМ
9350;9340;0;3;243;Прием сигнала
9350;9340;0;3;243;Обработка в канале
9350;9340;0;3;243;Обработка в ЭВМ
9360;9340;0;3;243;Прием сигнала
9360;9340;0;3;243;Обработка в канале
9360;9340;0;4;243;Обработка в ЭВМ
9370;9340;0;4;243;Обработка в канале
9370;9340;0;4;243;Обработка в ЭВМ
9380;9340;0;4;243;Прием сигнала
9380;9380;0;3;244;Обработка в ЭВМ
9390;9380;0;3;244;Обработка в канале
9390;9380;0;4;244;Обработка в ЭВМ
9400;9380;0;4;244;Прием сигнала
9400;9380;0;4;244;Обработка в ЭВМ
9410;9380;0;4;244;Прием сигнала
9410;9380;0;4;244;Обработка в канале
9410;9380;0;4;244;Обработка в ЭВМ
9420;9420;0;3;245;Обработка в ЭВМ
9430;9420;0;3;245;Прием сигнала
9430;9420;0;3;245;Обработка в канале
9430;9420;0;4;245;Обработка в ЭВМ
9440;9420;0;4;245;Обработка в ЭВМ
9450;9420;0;4;245;Прием сигнала
9450;9420;0;4;245;Обработка в канале
9450;9420;0;4;245;Обработка в ЭВМ
9460;9420;0;4;245;Обработка в канале
9460;9460;0;3;246;Обработка в ЭВМ
9470;9460;0;3;246;Прием сигнала
9470;9460;0;4;246;Обработка в ЭВМ
9480;9460;0;4;246;Обработка в канале
9480;9460;0;4;246;Обработка в ЭВМ
9490;9460;0;4;246;Прием сигнала
9490;9460;0;4;246;Обработка в канале
9490;9460;0;4;246;Обработка в ЭВМ
9500;9460;0;4;246;Обработка в канале
9500;9500;0;3;247;Обработка в ЭВМ
9510;9500;0;3;247;Прием сигнала
9510;9500;0;3;247;Обработка в канале
9510;9500;0;4;247;Обработка в ЭВМ
9520;9500;0;4;247;Прием сигнала
9520;9500;0;4;247;Обработка в ЭВМ
9530;9500;0;4;247;Прием сигнала
9530;9500;0;4;247;Обработка в канале
9530;9500;0;4;247;Обработка в ЭВМ
9540;9500;0;4;247;Обработка в канале
9540;9540;0;3;248;Обработка в ЭВМ
9550;9540;0;3;248;Прием сигнала
9550;9540;0;3;248;Обработка в канале
9550;9540;0;4;248;Обработка в ЭВМ
9560;9540;0;4;248;Обработка в ЭВМ
9570;9540;0;4;248;Прием сигнала
9570;9540;0;4;248;Обработка в канале
9570;9540;0;4;248;Обработка в ЭВМ
9580;9540;0;4;248;Прием сигнала
9580;9540;0;4;248;Обработка в канале
9580;9580;0;3;249;Обработка в ЭВМ
9590;9580;0;4;249;Обработка в ЭВМ
9600;9580;0;4;249;Прием сигнала
9600;9580;0;4;249;Обработка в канале
9600;9580;0;5;249;Обработка в ЭВМ
9610;9580;0;5;249;Прием сигнала
9610;9610;0;4;250;Обработка в ЭВМ
9620;9610;0;4;250;Прием сигнала
9620;9610;0;4;250;Обработка в канале
9620;9610;0;4;250;Обработка в ЭВМ
9630;9610;0;4;250;Прием сигнала
9630;9610;0;4;250;Обработка в ЭВМ
9640;9610;0;4;250;Обработка в канале
9640;9610;0;4;250;Обработка в ЭВМ
9650;9610;0;4;250;Обработка в канале
9650;9650;0;3;251;Обработка в ЭВМ
9660;9650;0;3;251;Прием сигнала
9660;9650;0;3;251;Обработка в ЭВМ
9670;9650;0;3;251;Прием сигнала
9670;9650;0;3;251;Обработка в канале
9670;9650;0;4;251;Обработка в ЭВМ
9680;9650;0;4;251;Обработка в канале
9680;9650;0;5;251;Обработка в ЭВМ
9690;9650;0;5;251;Прием сигнала
9690;9690;0;4;252;Обработка в ЭВМ
9700;9690;0;4;252;Обработка в канале
9700;9690;0;4;252;Обработка в ЭВМ
9710;9690;0;4;252;Прием сигнала
9710;9690;0;4;252;Обработка в ЭВМ
9720;9690;0;4;252;Прием сигнала
9720;9690;0;4;252;Обработка в канале
9720;9690;0;4;252;Обработка в ЭВМ
9730;9730;0;3;253;Обработка в ЭВМ
9740;9730;0;3;253;Прием сигнала
9740;9730;0;3;253;Обработка в канале
9740;9730;0;3;253;Обработка в ЭВМ
9750;9730;0;3;253;Прием сигнала
9750;9730;0;3;253;Обработка в канале
9750;9730;0;4;253;Обработка в ЭВМ
9760;9730;0;4;253;Прием сигнала
9760;9730;0;4;253;Обработка в ЭВМ
9770;9730;0;4;253;Обработка в канале
9770;9770;0;3;254;Обработка в ЭВМ
9780;9770;0;3;254;Прием сигнала
9780;9770;0;3;254;Обработка в ЭВМ
9790;9770;0;3;254;Прием сигнала
9790;9770;0;3;254;Обработка в канале
9790;9770;0;3;254;Обработка в ЭВМ
9800;9770;0;3;254;Прием сигнала
9800;9770;0;3;254;Обработка в канале
9800;9770;0;4;254;Обработка в ЭВМ
9810;9810;0;3;255;Обработка в ЭВМ
9820;9810;0;3;255;Прием сигнала
9820;9810;0;3;255;Обработка в канале
9820;9810;0;4;255;Обработка в ЭВМ
9830;9810;0;4;255;Прием сигнала
9830;9810;0;4;255;Обработка в ЭВМ
9840;9810;0;4;255;Обработка в канале
9840;9810;0;4;255;Обработка в ЭВМ
9850;9810;0;4;255;Прием сигнала
9850;9810;0;4;255;Обработка в канале
9850;9850;0;3;256;Обработка в ЭВМ
9860;9850;0;3;256;Прием сигнала
9860;9850;0;4;256;Обработка в ЭВМ
9870;9850;0;4;256;Обработка в канале
9870;9850;0;4;256;Обработка в ЭВМ
9880;9850;0;4;256;Прием сигнала
9880;9850;0;4;256;Обработка в канале
9880;9850;0;4;256;Обработка в ЭВМ
9890;9850;0;4;256;Прием сигнала
9890;9850;0;4;256;Обработка в канале
9890;9890;0;3;257;Обработка в ЭВМ
9900;9890;0;4;257;Обработка в ЭВМ
9910;9890;0;4;257;Прием сигнала
9910;9890;0;4;257;Обработка в канале
9910;9890;0;4;257;Обработка в ЭВМ
9920;9890;0;4;257;Прием сигнала
9920;9890;0;4;257;Обработка в канале
9920;9890;0;4;257;Обработка в ЭВМ
9930;9890;0;4;257;Прием сигнала
9930;9930;0;3;258;Обработка в ЭВМ
9940;9930;0;3;258;Прием сигнала
9940;9930;0;3;258;Обработка в канале
9940;9930;0;3;258;Обработка в ЭВМ
9950;9930;0;3;258;Прием сигнала
9950;9930;0;3;258;Обработка в канале
9950;9930;0;4;258;Обработка в ЭВМ
9960;9930;0;4;258;Обработка в канале
9960;9930;0;4;258;Обработка в ЭВМ
9970;9930;0;4;258;Прием сигнала
9970;9970;0;3;259;Обработка в ЭВМ
9980;9970;0;3;259;Прием сигнала
9980;9970;0;3;259;Обработка в канале
9980;9970;0;4;259;Обработка в ЭВМ
9990;9970;0;4;259;Прием сигнала
9990;9970;0;4;259;Обработка в канале
9990;9970;0;4;259;Обработка в ЭВМ
10000;9970;0;4;259;Обработка в канале
10000;10000;0;3;260;Обработка в ЭВМ
10010;10000;0;3;260;Обработка в ЭВМ
10020;10000;0;3;260;Прием сигнала
10020;10000;0;3;260;Обработка в канале
10020;10000;0;4;260;Обработка в ЭВМ
10030;10000;0;4;260;Обработка в канале
10030;10000;0;4;260;Обработка в ЭВМ
10040;10000;0;4;260;Прием сигнала
10040;10040;0;3;261;Обработка в ЭВМ
10050;10040;0;3;261;Прием сигнала
10050;10040;0;3;261;Обработка в канале
10050;10040;0;3;261;Обработка в ЭВМ
10060;10040;0;3;261;Прием сигнала
10060;10040;0;3;261;Обработка в канале
10060;10040;0;3;261;Обработка в ЭВМ
10070;10040;0;3;261;Прием сигнала
10070;10040;0;3;261;Обработка в канале
10070;10040;0;4;261;Обработка в ЭВМ
10080;10040;0;4;261;Обработка в канале
10080;10080;0;3;262;Обработка в ЭВМ
10090;10080;0;3;262;Прием сигнала
10090;10080;0;4;262;Обработка в ЭВМ
10100;10080;0;4;262;Прием сигнала
10100;10080;0;4;262;Обработка в канале
10100;10080;0;5;262;Обработка в ЭВМ
10110;10080;0;5;262;Обработка в ЭВМ
10120;10080;0;5;262;Прием сигнала
10120;10080;0;5;262;Обработка в канале
10120;10120;0;4;263;Обработка в ЭВМ
10130;10120;0;4;263;Обработка в канале
10130;10120;0;5;263;Обработка в ЭВМ
10140;10120;0;5;263;Обработка в ЭВМ
10150;10120;0;5;263;Прием сигнала
10150;10120;0;5;263;Обработка в канале
10150;10150;0;4;264;Обработка в ЭВМ
10160;10150;0;4;264;Прием сигнала
10160;10150;0;4;264;Обработка в канале
10160;10150;0;5;264;Обработка в ЭВМ
10170;10150;0;5;264;Прием сигнала
10170;10150;0;5;264;Обработка в канале
10170;10150;0;5;264;Обработка в ЭВМ
10180;10150;0;5;264;Прием сигнала
10180;10150;0;5;264;Обработка в ЭВМ
10190;10150;0;5;264;Прием сигнала
10190;10150;0;5;264;Обработка в канале
10190;10190;0;4;265;Обработка в ЭВМ
10200;10190;0;4;265;Прием сигнала
10200;10190;0;4;265;Обработка в канале
10200;10190;0;5;265;Обработка в ЭВМ
10210;10190;0;5;265;Обработка в канале
10210;10190;0;5;265;Обработка в ЭВМ
10220;10190;0;5;265;Обработка в ЭВМ
10230;10190;0;5;265;Прием сигнала
10230;10190;0;5;265;Обработка в канале
10230;10230;0;4;266;Обработка в ЭВМ
10240;10230;0;4;266;Прием сигнала
10240;10230;0;4;266;Обработка в канале
10240;10230;0;4;266;Обработка в ЭВМ
10250;10230;0;4;266;Обработка в ЭВМ
10260;10230;0;4;266;Обработка в канале
10260;10260;0;3;267;Обработка в ЭВМ
10270;10260;0;3;267;Прием сигнала
10270;10260;0;4;267;Обработка в ЭВМ
10280;10260;0;4;267;Обработка в канале
10280;10260;0;4;267;Обработка в ЭВМ
10290;10260;0;4;267;Прием сигнала
10290;10260;0;4;267;Обработка в канале
10290;10260;0;4;267;Обработка в ЭВМ
10300;10260;0;4;267;Прием сигнала
10300;10300;0;3;268;Обработка в ЭВМ
10310;10300;0;3;268;Обработка в канале
10310;10300;0;4;268;Обработка в ЭВМ
10320;10300;0;4;268;Обработка в канале
10320;10300;0;4;268;Обработка в ЭВМ
10330;10300;0;4;268;Прием сигнала
10330;10300;0;5;268;Обработка в ЭВМ
10340;10300;0;5;268;Обработка в канале
10340;10340;0;4;269;Обработка в ЭВМ
10350;10340;0;4;269;Прием сигнала
10350;10340;0;4;269;Обработка в ЭВМ
10360;10340;0;4;269;Прием сигнала
10360;10340;0;4;269;Обработка в канале
10360;10340;0;4;269;Обработка в ЭВМ
10370;10340;0;4;269;Прием сигнала
10370;10340;0;4;269;Обработка в канале
10370;10340;0;4;269;Обработка в ЭВМ
10380;10340;0;4;269;Прием сигнала
10380;10340;0;4;269;Обработка в ЭВМ
10390;10340;0;4;269;Прием сигнала
10390;10340;0;4;269;Обработка в канале
10390;10390;0;3;270;Обработка в ЭВМ
10400;10390;0;3;270;Прием сигнала
10400;10390;0;3;270;Обработка в канале
10400;10390;0;4;270;Обработка в ЭВМ
10410;10390;0;4;270;Прием сигнала
10410;10390;0;4;270;Обработка в канале
10410;10390;0;4;270;Обработка в ЭВМ
10420;10390;0;4;270;Обработка в ЭВМ
10430;10390;0;4;270;Прием сигнала
10430;10390;0;4;270;Обработка в канале
10430;10430;0;3;271;Обработка в ЭВМ
10440;10430;0;3;271;Прием сигнала
10440;10430;0;3;271;Обработка в ЭВМ
10450;10430;0;3;271;Обработка в канале
10450;10430;0;4;271;Обработка в ЭВМ
10460;10430;0;4;271;Прием сигнала
10460;10430;0;4;271;Обработка в ЭВМ
10470;10430;0;4;271;Прием сигнала
10470;10430;0;4;271;Обработка в канале
10470;10470;0;3;272;Обработка в ЭВМ
10480;10470;0;3;272;Прием сигнала
10480;10470;0;3;272;Обработка в канале
10480;10470;0;4;272;Обработка в ЭВМ
10490;10470;0;4;272;Обработка в канале
10490;10470;0;4;272;Обработка в ЭВМ
10500;10470;0;4;272;Прием сигнала
10500;10470;0;4;272;Обработка в канале
10500;10470;0;4;272;Обработка в ЭВМ
10510;10470;0;4;272;Прием сигнала
10510;10510;0;3;273;Обработка в ЭВМ
10520;10510;0;3;273;Прием сигнала
10520;10510;0;3;273;Обработка в канале
10520;10510;0;4;273;Обработка в ЭВМ
10530;10510;0;4;273;Прием сигнала
10530;10510;0;4;273;Обработка в канале
10530;10510;0;4;273;Обработка в ЭВМ
10540;10510;0;4;273;Прием сигнала
10540;10510;0;4;273;Обработка в канале
10540;10510;0;4;273;Обработка в ЭВМ
10550;10510;0;4;273;Обработка в канале
10550;10550;0;3;274;Обработка в ЭВМ
10560;10550;0;3;274;Прием сигнала
10560;10550;0;3;274;Обработка в канале
10560;10550;0;4;274;Обработка в ЭВМ
10570;10550;0;4;274;Обработка в ЭВМ
10580;10550;0;4;274;Прием сигнала
10580;10550;0;4;274;Обработка в канале
10580;10550;0;4;274;Обработка в ЭВМ
10590;10550;0;4;274;Прием сигнала
10590;10590;0;3;275;Обработка в ЭВМ
10600;10590;0;3;275;Обработка в канале
10600;10590;0;4;275;Обработка в ЭВМ
10610;10590;0;4;275;Прием сигнала
10610;10590;0;4;275;Обработка в ЭВМ
10620;10590;0;4;275;Прием сигнала
10620;10590;0;4;275;Обработка в канале
10620;10590;0;4;275;Обработка в ЭВМ
10630;10590;0;4;275;Прием сигнала
10630;10590;0;4;275;Обработка в канале
10630;10630;0;3;276;Обработка в ЭВМ
10640;10630;0;4;276;Обработка в ЭВМ
10650;10630;0;4;276;Прием сигнала
10650;10630;0;4;276;Обработка в канале
10650;10630;0;4;276;Обработка в ЭВМ
10660;10630;0;4;276;Прием сигнала
10660;10630;0;4;276;Обработка в канале
10660;10630;0;5;276;Обработка в ЭВМ
10670;10630;0;5;276;Прием сигнала
10670;10630;0;5;276;Обработка в канале
